entry_time,type,zone_type,entry_mode,trend_at_origin,trend_at_entry,zone_top,zone_bottom,entry_price,sl_price,tp_price,rr_applied,risk_pips,zone_age_bars,zone_age_days,formed_time,result,exit_price,exit_time,pnl_pips
2022-08-02 11:00:00+10:00,BUY,Demand,bottom,with,counter,130.865,130.468,130.468,130.268,130.828,1.8,20.0,243,40.5,2022-06-06 23:00:00+10:00,WIN,130.828,2022-08-02 11:00:00+10:00,36.0
2022-08-10 19:00:00+10:00,BUY,Demand,bottom,counter,counter,133.472,132.951,132.951,132.751,133.311,1.8,20.0,18,3.0,2022-08-05 19:00:00+10:00,LOSS,132.751,2022-08-10 19:00:00+10:00,-20.0
2022-09-22 15:00:00+10:00,BUY,Demand,bottom,with,counter,142.724,142.041,142.041,141.841,142.401,1.8,20.0,41,6.8,2022-09-13 19:00:00+10:00,LOSS,141.841,2022-09-22 15:00:00+10:00,-20.0
2022-11-11 04:00:00+10:00,BUY,Demand,bottom,with,counter,140.592,140.249,140.249,140.049,140.609,1.8,20.0,286,47.7,2022-09-06 11:00:00+10:00,WIN,140.609,2022-11-11 04:00:00+10:00,36.0
2023-01-13 04:00:00+10:00,BUY,Demand,bottom,with,counter,129.613,129.159,129.159,128.959,129.519,1.8,20.0,961,160.2,2022-06-01 23:00:00+10:00,LOSS,128.959,2023-01-13 04:00:00+10:00,-20.0
2023-07-27 11:00:00+10:00,BUY,Demand,bottom,with,counter,140.305,139.75,139.75,139.55,140.11,1.8,20.0,23,3.8,2023-07-21 15:00:00+10:00,LOSS,139.55,2023-07-27 11:00:00+10:00,-20.0
2023-10-13 03:00:00+10:00,SELL,Supply,mid,counter,counter,149.978,149.654,149.816,150.178,149.1644,1.8,36.2,42,7.0,2023-10-03 23:00:00+10:00,WIN,149.1644,2023-10-17 19:00:00+10:00,65.2
2023-11-07 16:00:00+10:00,SELL,Supply,bottom,with,counter,150.468,150.233,150.468,150.668,150.108,1.8,20.0,11,1.8,2023-11-03 19:00:00+10:00,LOSS,150.668,2023-11-08 00:00:00+10:00,-20.0
2024-03-01 00:00:00+10:00,BUY,Demand,bottom,with,with,149.695,149.359,149.359,149.159,149.719,1.8,20.0,73,12.2,2024-02-13 20:00:00+10:00,WIN,149.719,2024-03-01 00:00:00+10:00,36.0
2024-03-20 07:00:00+10:00,SELL,Supply,mid,counter,counter,151.431,151.141,151.286,151.631,150.665,1.8,34.5,519,86.5,2023-11-16 20:00:00+10:00,LOSS,151.631,2024-03-20 19:00:00+10:00,-34.5
2024-04-26 15:00:00+10:00,BUY,Demand,bottom,with,with,155.653,155.473,155.473,155.273,155.833,1.8,20.0,1,0.2,2024-04-26 11:00:00+10:00,LOSS,155.273,2024-04-26 15:00:00+10:00,-20.0
2024-05-21 07:00:00+10:00,SELL,Supply,mid,counter,counter,156.562,156.308,156.435,156.762,155.8464,1.8,32.7,22,3.7,2024-05-15 15:00:00+10:00,WIN,155.8464,2024-05-21 23:00:00+10:00,58.9
2024-06-13 15:00:00+10:00,SELL,Supply,mid,with,counter,157.356,157.043,157.1995,157.556,156.5578,1.8,35.6,4,0.7,2024-06-12 19:00:00+10:00,LOSS,157.556,2024-06-14 11:00:00+10:00,-35.6
2024-07-31 11:00:00+10:00,BUY,Demand,bottom,with,counter,151.885,151.697,151.697,151.497,152.057,1.8,20.0,478,79.7,2024-04-10 19:00:00+10:00,WIN,152.057,2024-07-31 11:00:00+10:00,36.0
2024-08-01 11:00:00+10:00,BUY,Demand,bottom,with,counter,149.22,148.919,148.919,148.719,149.279,1.8,20.0,582,97.0,2024-03-19 11:00:00+10:00,LOSS,148.719,2024-08-01 11:00:00+10:00,-20.0
2024-08-24 03:00:00+10:00,BUY,Demand,bottom,counter,counter,145.389,144.165,144.165,143.965,144.525,1.8,20.0,76,12.7,2024-08-07 11:00:00+10:00,WIN,144.525,2024-08-24 03:00:00+10:00,36.0
2024-11-14 08:00:00+10:00,SELL,Supply,mid,with,counter,155.991,155.519,155.755,156.191,154.9702,1.8,43.6,484,80.7,2024-07-24 11:00:00+10:00,LOSS,156.191,2024-11-14 20:00:00+10:00,-43.6
2024-12-10 08:00:00+10:00,SELL,Supply,mid,with,with,151.605,151.404,151.5045,151.805,150.9636,1.8,30.0,42,7.0,2024-11-29 08:00:00+10:00,WIN,150.9636,2024-12-10 12:00:00+10:00,54.1
2025-01-07 04:00:00+10:00,SELL,Supply,mid,counter,counter,157.806,157.532,157.669,158.006,157.0624,1.8,33.7,1,0.2,2025-01-06 20:00:00+10:00,LOSS,158.006,2025-01-07 08:00:00+10:00,-33.7
2025-01-08 00:00:00+10:00,SELL,Supply,mid,with,counter,158.624,158.217,158.4205,158.824,157.6942,1.8,40.3,730,121.7,2024-07-17 15:00:00+10:00,WIN,157.6942,2025-01-08 00:00:00+10:00,72.6
